text	passage	paragraph	offset	before	after	evidence_edition	kind
sen--seneca.ep17-18	7	1	933	animuscontra	animus contra	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	861	offensasemetiendum	offensas emetiendum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	792	Alioloco	Alio loco	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	720	etarietes	et arietes	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	574	quaebalnei	quae balnei	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	352	molestumesse	molestum esse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	279	omnibusrebus	omnibus rebus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	211	illisnoster	illis noster	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	1	133	occasionemfugae	occasionem fugae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	4	362	graviorasunt	graviora sunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1970	sidisplicuerint	si displicuerint	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1890	permittiturCiceronis	permittitur Ciceronis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1819	versibusdisertissimis	versibus disertissimis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1751	cuiusgubernaculo	cuius gubernaculo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1671	pulcherrimicursum	pulcherrimi cursum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1605	inpigriatque	inpigri atque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1523	murmurationecomitari	murmuratione comitari	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1450	patiquod	pati quod	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1372	quaecumquefiunt	quaecumque fiunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1303	hanclegem	hanc legem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1228	caeliconsurgit	caeli consurgit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1158	mariacum	maria cum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1088	videsregnum	vides regnum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	1011	fortiterfortuita	fortiter fortuita	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	650	tributapendamus	tributa pendamus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	577	omnibuslatum	omnibus latum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	504	aliquispati	aliquis pati	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	435	quiaparia	quia paria	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	285	quaedamvibrant	quaedam vibrant	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	207	deincepsquae	deinceps quae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	5	140	aliumcriminatione	alium criminatione	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	7	219	deosquam	deos quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	7	144	degenerqui	degener qui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	10	593	resederuntet	resederunt et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	11	1619	etconsensu	et consensu	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	7	11	504	legemvitae	legem vitae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	2066	quoniamquaedam	quoniam quaedam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1993	modumservem	modum servem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1766	estnullus	est nullus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1620	ultraquam	ultra quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1469	ostreisboletisque	ostreis boletisque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1399	deindead	deinde ad	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1177	castumcorpus	castum corpus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1104	scholapauperi	schola pauperi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	1033	usumexcederet	usum excederet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	812	sublimemaltioremque	sublimem altioremque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	505	audientiumversa	audientium versa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	438	estquantum	est quantum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	364	videriset	videris et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	286	acuminisinriti	acuminis inriti	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	3	136	pecuniaeindicunt	pecuniae indicunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	4	136	amoremPythagoras	amorem Pythagoras	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	4	57	philosophiamiuvenis	philosophiam iuvenis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	2453	suosnon	suos non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	2382	nonvivere	non vivere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	2232	impetusprimos	impetus primos	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	2137	vestigiumapparere	vestigium apparere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	2066	Attalusculcitam	Attalus culcitam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1991	difficultermihi	difficulter mihi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1921	timebatsed	timebat sed	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1770	alienigenatum	alienigena tum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1619	animumesse	animum esse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1543	peractonon	peracto non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1465	vulturumeripio	vulturum eripio	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1325	suntista	sunt ista	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1251	iudiciumquidem	iudicium quidem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1176	vicesire	vices ire	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1104	nectantum	nec tantum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	1031	animummorari	animum morari	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	958	Noncredis	Non credis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	885	aliacorpora	alia corpora	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	665	possentin	possent in	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	588	hominemrevertatur	hominem revertatur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	511	Videbimusper	Videbimus per	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	442	cessatquidem	cessat quidem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	369	atquealias	atque alias	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	294	omniuminter	omnium inter	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	142	Adiciebatcontrahendam	Adiciebat contrahendam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	5	67	crudelitatisconsuetudinem	crudelitatis consuetudinem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	7	204	temporumdicit	temporum dicit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	7	129	praecipitialenti	praecipitia lenti	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	7	65	veloxdies	velox dies	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	9	597	oraculoplaceat	oraculo placeat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	9	452	nostraquod	nostra quod	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	9	374	sincerissimumeffluit	sincerissimum effluit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	8	9	143	concitatissimumest	concitatissimum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	659	carmenistud	carmen istud	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	516	Primusquisque	Primus quisque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	435	pernicissimiceleritatem	pernicissimi celeritatem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	360	animoet	animo et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	284	superestsegnius	superest segnius	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	218	perstudia	per studia	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	142	melioraconvertere	meliora convertere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	1	69	iuvenespossumus	iuvenes possumus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	4	663	Romulumperisse	Romulum perisse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	4	585	testimoniumest	testimonium est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	4	442	nosdictatorem	nos dictatorem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	4	288	regesesse	reges esse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	6	217	quodinvenerit	quod invenerit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	6	66	significassesed	significasse sed	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	8	67	apudCiceronem	apud Ciceronem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	581	ipsosinutilis	ipsos inutilis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	432	mortalibusiudico	mortalibus iudico	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	365	fuerintverba	fuerint verba	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	290	voceset	voces et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	207	translationesinprobas	translationes inprobas	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	10	142	beataevitae	beatae vitae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	11	521	Quomodoprobare	Quomodo probare	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	11	293	iactariquam	iactari quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	11	219	rectornavigii	rector navigii	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	11	144	luctandumcum	luctandum cum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	11	67	gubernatorin	gubernator in	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	12	57	desideriotuo	desiderio tuo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	1727	aptatuslingua	aptatus lingua	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	1661	essein	esse in	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	1392	quidemille	quidem ille	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	1243	indicareper	indicare per	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	945	bonusbono	bonus bono	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	871	plurimumvitia	plurimum vitia	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	423	quemadmodumipse	quemadmodum ipse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	353	quiparia	qui paria	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	280	quoconferat	quo conferat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	204	virtuteset	virtutes et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	136	summumhabenti	summum habenti	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	9	14	63	omnibono	omni bono	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	1829	quisqueconciliatur	quisque conciliatur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	1610	utremoveas	ut removeas	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	423	caloreadiecto	calore adiecto	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	358	haecrespondeo	haec respondeo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	284	Ergonec	Ergo nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	207	armatusmiles	armatus miles	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	133	Numquidinstructus	Numquid instructus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	1	56	supervacuumest	supervacuum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	1333	Praetereaillud	Praeterea illud	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	1261	quaedamsunt	quaedam sunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	1121	amorsui	amor sui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	971	Proderitautem	Proderit autem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	899	Quaeretitaque	Quaeret itaque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	820	intendereanimum	intendere animum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	745	autemsuadet	autem suadet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	676	nevirtus	ne virtus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	515	cogitationesquemiscendo	cogitationesque miscendo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	446	magnisac	magnis ac	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	370	Proderitergo	Proderit ergo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	296	quomodomedico	quomodo medico	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	2	220	venituret	venitur et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	3	425	intrepidumfore	intrepidum fore	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	3	211	illorevertor	illo revertor	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	3	139	tibidicere	tibi dicere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep17-18	10	3	64	moralisphilosophiae	moralis philosophiae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep19	2	3	54	etinstitui	et institui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep2	1	8	57	in pressero	inpressero	perseus--phi1017.phi015.perseus-lat2	join
sen--seneca.ep2	2	2	1448	v itentur	vitentur	perseus--phi1017.phi015.perseus-lat2	join
sen--seneca.ep2	5	6	226	subducte	subduc te	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	2468	maiorquepars	maiorque pars	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	2400	autinania	aut inania	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	2323	ignorantiaueri	ignorantia ueri	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	2028	nimiumuidebatur	nimium uidebatur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1951	fugiendaaut	fugienda aut	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1880	aliquidpestiferi	aliquid pestiferi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1810	egereremateriam	egerere materiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1685	Vatiniosfieri	Vatinios fieri	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1545	resest	res est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1394	perpetuaspotestates	perpetuas potestates	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1330	sedmagna	sed magna	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1257	gaudiofruitur	gaudio fruitur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1185	illasnundinas	illas nundinas	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	1038	eorummanus	eorum manus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	964	suispendeant	suis pendeant	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	742	multarumrerum	multarum rerum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	517	consulatumfiducia	consulatum fiducia	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	364	potestdeesse	potest deesse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	218	dabonec	dabo nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	4	62	soluendonon	soluendo non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1521	honestumest	honestum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1448	honestofluit	honesto fluit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1306	honesteadministrata	honeste administrata	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1236	nequebona	neque bona	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1162	cuiuscontactu	cuius contactu	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1093	duointerest	duo interest	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	1021	cuialiquid	cui aliquid	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	947	Aliquidinter	Aliquid inter	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	729	impetumanimi	impetum animi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	652	petanturpetentium	petantur petentium	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	286	Verumet	Verum et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	212	quidsi	quid si	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	5	65	eiusinterpretatio	eius interpretatio	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	6	662	cumhaec	cum haec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	6	357	exiguumest	exiguum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	6	137	protinusquod	protinus quod	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	1353	transtulitet	transtulit et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	1283	aliquidsecundum	aliquid secundum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	1062	cummagnum	cum magnum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	986	lassatusest	lassatus est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	840	augetsed	auget sed	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	761	interuentusuo	interuentu suo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	615	uertitadiectio	uertit adiectio	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	543	insua	in sua	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	398	saporenon	sapore non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	1	7	177	Quaedamincremento	Quaedam incremento	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	1	387	calixan	calix an	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	1	166	quamex	quam ex	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	1	95	illauentrem	illa uentrem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	8	443	officiiconstat	officii constat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	8	368	uilitaset	uilitas et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	8	292	diuitiiset	diuitiis et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	8	220	sithoc	sit hoc	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	8	65	constititet	constitit et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	1219	conspicuialicuius	conspicui alicuius	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	1146	coepimustamquam	coepimus tamquam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	1070	Aliquabenigna	Aliqua benigna	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	856	tantumtamquam	tantum tamquam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	781	damnandumnon	damnandum non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	708	bonumiudicant	bonum iudicant	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	633	factaruminter	factarum inter	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	564	casuoccucurrisse	casu occucurrisse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	496	innotitiam	in notitiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	350	primaboni	prima boni	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	2	9	104	interista	inter ista	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	1	893	decoretam	decore tam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	1	663	periculumesse	periculum esse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	1	592	donecreuulsa	donec reuulsa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	1	293	feceratnon	fecerat non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	1	222	crederetetiam	crederet etiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	2	739	bellofortem	bello fortem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	2	585	obseruamuseos	obseruamus eos	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	2	508	distinguerespecie	distinguere specie	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	2	279	sciatan	sciat an	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	2	129	uirtutibusuitia	uirtutibus uitia	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	2010	breuehospitium	breue hospitium	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1938	utuita	ut uita	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1862	diuinumest	diuinum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1718	perfectumanimum	perfectum animum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1646	placiduset	placidus et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1497	numquamde	numquam de	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1275	aspernatusest	aspernatus est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	1200	credenslabores	credens labores	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	898	magnitudosuper	magnitudo super	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	825	ordoeius	ordo eius	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	752	dedimusofficium	dedimus officium	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	673	conprehendimustemperantiam	conprehendimus temperantiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	535	perfectamesse	perfectam esse	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	461	facereposset	facere posset	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	316	corporisanimo	corporis animo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	250	manudantem	manu dantem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	103	acreligiose	ac religiose	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	3	28	amicosbenignum	amicos benignum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1536	commodatisutitur	commodatis utitur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1463	industriegerat	industrie gerat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1394	datquidem	dat quidem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1321	nosilla	nos illa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1249	illeprofitetur	ille profitetur	perseus--phi1017.phi015.perseus-lat2	split
